|income_band  |date      |death_rate   |
|Low Income   |2022-10-07|1.2478120649 |
|Middle Income|2022-10-07|1.2151048504 |
|High Income  |2022-10-07|0.9515441281 |
|Low Income   |2022-10-08|1.2478120649 |
|Middle Income|2022-10-08|1.2151048504 |
|High Income  |2022-10-08|0.9515441281 |
|Low Income   |2022-10-09|1.2471831814 |
|Middle Income|2022-10-09|1.2109352661 |
|High Income  |2022-10-09|0.9477556131 |
|Low Income   |2022-10-10|1.2471831814 |
|Middle Income|2022-10-10|1.2109352661 |
|High Income  |2022-10-10|0.9477556131 |
|Low Income   |2022-10-11|1.2471831814 |
|Middle Income|2022-10-11|1.2109352661 |
|High Income  |2022-10-11|0.9477556131 |
|Low Income   |2022-10-12|1.2471831814 |
|Middle Income|2022-10-12|1.2109352661 |
|High Income  |2022-10-12|0.9477556131 |
|Low Income   |2022-10-13|1.2471831814 |
|Middle Income|2022-10-13|1.2109352661 |
|High Income  |2022-10-13|0.9477556131 |
|Low Income   |2022-10-14|1.2471831814 |
|Middle Income|2022-10-14|1.2109352661 |
|High Income  |2022-10-14|0.9477556131 |
|Low Income   |2022-10-15|1.2471831814 |
|Middle Income|2022-10-15|1.2109352661 |
|High Income  |2022-10-15|0.9477556131 |
|Low Income   |2022-10-16|1.2467497876 |
|Middle Income|2022-10-16|1.2068909098 |
|High Income  |2022-10-16|0.944022872  |
|Low Income   |2022-10-17|1.2467497876 |
|Middle Income|2022-10-17|1.2068909098 |
|High Income  |2022-10-17|0.944022872  |
|Low Income   |2022-10-18|1.2467497876 |
|Middle Income|2022-10-18|1.2068909098 |
|High Income  |2022-10-18|0.944022872  |
|Low Income   |2022-10-19|1.2467497876 |
|Middle Income|2022-10-19|1.2068909098 |
|High Income  |2022-10-19|0.944022872  |
|Low Income   |2022-10-20|1.2467497876 |
|Middle Income|2022-10-20|1.2068909098 |
|High Income  |2022-10-20|0.944022872  |
|Low Income   |2022-10-21|1.2467497876 |
|Middle Income|2022-10-21|1.2068909098 |
|High Income  |2022-10-21|0.944022872  |
|Low Income   |2022-10-22|1.2467497876 |
|Middle Income|2022-10-22|1.2068909098 |
|High Income  |2022-10-22|0.944022872  |
|Low Income   |2022-10-23|1.2465739854 |
|Middle Income|2022-10-23|1.2035134207 |
|High Income  |2022-10-23|0.9410276833 |
|Low Income   |2022-10-24|1.2465739854 |
|Middle Income|2022-10-24|1.2035134207 |
|High Income  |2022-10-24|0.9410276833 |
|Low Income   |2022-10-25|1.2465739854 |
|Middle Income|2022-10-25|1.2035134207 |
|High Income  |2022-10-25|0.9410276833 |
|Low Income   |2022-10-26|1.2465739854 |
|Middle Income|2022-10-26|1.2035134207 |
|High Income  |2022-10-26|0.9410276833 |
|Low Income   |2022-10-27|1.2465739854 |
|Middle Income|2022-10-27|1.2035134207 |
|High Income  |2022-10-27|0.9410276833 |
|Low Income   |2022-10-28|1.2465739854 |
|Middle Income|2022-10-28|1.2035134207 |
|High Income  |2022-10-28|0.9410276833 |
|Low Income   |2022-10-29|1.2465739854 |
|Middle Income|2022-10-29|1.2035134207 |
|High Income  |2022-10-29|0.9410276833 |
|Low Income   |2022-10-30|1.2464582518 |
|Middle Income|2022-10-30|1.2007412487 |
|High Income  |2022-10-30|0.9387322497 |
|Low Income   |2022-10-31|1.2464582518 |
|Middle Income|2022-10-31|1.2007412487 |
|High Income  |2022-10-31|0.9387322497 |
|Low Income   |2022-11-01|1.2464582518 |
|Middle Income|2022-11-01|1.2007412487 |
|High Income  |2022-11-01|0.9387322497 |
|Low Income   |2022-11-02|1.2464582518 |
|Middle Income|2022-11-02|1.2007412487 |
|High Income  |2022-11-02|0.9387322497 |
|Low Income   |2022-11-03|1.2464582518 |
|Middle Income|2022-11-03|1.2007412487 |
|High Income  |2022-11-03|0.9387322497 |
|Low Income   |2022-11-04|1.2464582518 |
|Middle Income|2022-11-04|1.2007412487 |
|High Income  |2022-11-04|0.9387322497 |
|Low Income   |2022-11-05|1.2464582518 |
|Middle Income|2022-11-05|1.2007412487 |
|High Income  |2022-11-05|0.9387322497 |
|Low Income   |2022-11-06|1.248067964  |
|Middle Income|2022-11-06|1.1982618364 |
|High Income  |2022-11-06|0.9367346964 |
|Low Income   |2022-11-07|1.248067964  |
|Middle Income|2022-11-07|1.1982618364 |
|High Income  |2022-11-07|0.9367346964 |
|Low Income   |2022-11-08|1.248067964  |
|Middle Income|2022-11-08|1.1982618364 |
|High Income  |2022-11-08|0.9367346964 |
|Low Income   |2022-11-09|1.248067964  |
|Middle Income|2022-11-09|1.1982618364 |
|High Income  |2022-11-09|0.9367346964 |
|Low Income   |2022-11-10|1.248067964  |
|Middle Income|2022-11-10|1.1982618364 |
|High Income  |2022-11-10|0.9367346964 |
|Low Income   |2022-11-11|1.248067964  |
|Middle Income|2022-11-11|1.1982618364 |
|High Income  |2022-11-11|0.9367346964 |
|Low Income   |2022-11-12|1.248067964  |
|Middle Income|2022-11-12|1.1982618364 |
|High Income  |2022-11-12|0.9367346964 |
|Low Income   |2022-11-13|1.2479493051 |
|Middle Income|2022-11-13|1.1953717246 |
|High Income  |2022-11-13|0.9343284577 |
|Low Income   |2022-11-14|1.2479493051 |
|Middle Income|2022-11-14|1.1953717246 |
|High Income  |2022-11-14|0.9343284577 |
|Low Income   |2022-11-15|1.2479493051 |
|Middle Income|2022-11-15|1.1953717246 |
|High Income  |2022-11-15|0.9343284577 |
|Low Income   |2022-11-16|1.2479493051 |
|Middle Income|2022-11-16|1.1953717246 |
|High Income  |2022-11-16|0.9343284577 |
|Low Income   |2022-11-17|1.2479493051 |
|Middle Income|2022-11-17|1.1953717246 |
|High Income  |2022-11-17|0.9343284577 |
|Low Income   |2022-11-18|1.2479493051 |
|Middle Income|2022-11-18|1.1953717246 |
|High Income  |2022-11-18|0.9343284577 |
|Low Income   |2022-11-19|1.2479493051 |
|Middle Income|2022-11-19|1.1953717246 |
|High Income  |2022-11-19|0.9343284577 |
|Low Income   |2022-11-20|1.2478485008 |
|Middle Income|2022-11-20|1.1921862096 |
|High Income  |2022-11-20|0.9315886081 |
|Low Income   |2022-11-21|1.2478485008 |
|Middle Income|2022-11-21|1.1921862096 |
|High Income  |2022-11-21|0.9315886081 |
|Low Income   |2022-11-22|1.2478485008 |
|Middle Income|2022-11-22|1.1921862096 |
|High Income  |2022-11-22|0.9315886081 |
|Low Income   |2022-11-23|1.2478485008 |
|Middle Income|2022-11-23|1.1921862096 |
|High Income  |2022-11-23|0.9315886081 |
|Low Income   |2022-11-24|1.2478485008 |
|Middle Income|2022-11-24|1.1921862096 |
|High Income  |2022-11-24|0.9315886081 |
|Low Income   |2022-11-25|1.2478485008 |
|Middle Income|2022-11-25|1.1921862096 |
|High Income  |2022-11-25|0.9315886081 |
|Low Income   |2022-11-26|1.2478485008 |
|Middle Income|2022-11-26|1.1921862096 |
|High Income  |2022-11-26|0.9315886081 |
|Low Income   |2022-11-27|1.2477492853 |
|Middle Income|2022-11-27|1.188640489  |
|High Income  |2022-11-27|0.9285449445 |
|Low Income   |2022-11-28|1.2477492853 |
|Middle Income|2022-11-28|1.188640489  |
|High Income  |2022-11-28|0.9285449445 |
|Low Income   |2022-11-29|1.2477492853 |
|Middle Income|2022-11-29|1.188640489  |
|High Income  |2022-11-29|0.9285449445 |
|Low Income   |2022-11-30|1.2477492853 |
|Middle Income|2022-11-30|1.188640489  |
|High Income  |2022-11-30|0.9285449445 |
|Low Income   |2022-12-01|1.2477492853 |
|Middle Income|2022-12-01|1.188640489  |
|High Income  |2022-12-01|0.9285449445 |
|Low Income   |2022-12-02|1.2477492853 |
|Middle Income|2022-12-02|1.188640489  |
|High Income  |2022-12-02|0.9285449445 |
|Low Income   |2022-12-03|1.2477492853 |
|Middle Income|2022-12-03|1.188640489  |
|High Income  |2022-12-03|0.9285449445 |
|Low Income   |2022-12-04|1.2475849837 |
|Middle Income|2022-12-04|1.1846796288 |
|High Income  |2022-12-04|0.9251051621 |
|Low Income   |2022-12-05|1.2475849837 |
|Middle Income|2022-12-05|1.1846796288 |
|High Income  |2022-12-05|0.9251051621 |
|Low Income   |2022-12-06|1.2475849837 |
|Middle Income|2022-12-06|1.1846796288 |
|High Income  |2022-12-06|0.9251051621 |
|Low Income   |2022-12-07|1.2475849837 |
|Middle Income|2022-12-07|1.1846796288 |
|High Income  |2022-12-07|0.9251051621 |
|Low Income   |2022-12-08|1.2475849837 |
|Middle Income|2022-12-08|1.1846796288 |
|High Income  |2022-12-08|0.9251051621 |
|Low Income   |2022-12-09|1.2475849837 |
|Middle Income|2022-12-09|1.1846796288 |
|High Income  |2022-12-09|0.9251051621 |
|Low Income   |2022-12-10|1.2475849837 |
|Middle Income|2022-12-10|1.1846796288 |
|High Income  |2022-12-10|0.9251051621 |
|Low Income   |2022-12-11|1.2473475837 |
|Middle Income|2022-12-11|1.1777920821 |
|High Income  |2022-12-11|0.9205353843 |
|Low Income   |2022-12-12|1.2473475837 |
|Middle Income|2022-12-12|1.1777920821 |
|High Income  |2022-12-12|0.9205353843 |
|Low Income   |2022-12-13|1.2473475837 |
|Middle Income|2022-12-13|1.1777920821 |
|High Income  |2022-12-13|0.9205353843 |
|Low Income   |2022-12-14|1.2473475837 |
|Middle Income|2022-12-14|1.1777920821 |
|High Income  |2022-12-14|0.9205353843 |
|Low Income   |2022-12-15|1.2473475837 |
|Middle Income|2022-12-15|1.1777920821 |
|High Income  |2022-12-15|0.9205353843 |
|Low Income   |2022-12-16|1.2473475837 |
|Middle Income|2022-12-16|1.1777920821 |
|High Income  |2022-12-16|0.9205353843 |
|Low Income   |2022-12-17|1.2473475837 |
|Middle Income|2022-12-17|1.1777920821 |
|High Income  |2022-12-17|0.9205353843 |
|Low Income   |2022-12-18|1.2470508151 |
|Middle Income|2022-12-18|1.1436698432 |
|High Income  |2022-12-18|0.9060333803 |
|Low Income   |2022-12-19|1.2470508151 |
|Middle Income|2022-12-19|1.1436698432 |
|High Income  |2022-12-19|0.9060333803 |
|Low Income   |2022-12-20|1.2470508151 |
|Middle Income|2022-12-20|1.1436698432 |
|High Income  |2022-12-20|0.9060333803 |
|Low Income   |2022-12-21|1.2470508151 |
|Middle Income|2022-12-21|1.1436698432 |
|High Income  |2022-12-21|0.9060333803 |
|Low Income   |2022-12-22|1.2470508151 |
|Middle Income|2022-12-22|1.1436698432 |
|High Income  |2022-12-22|0.9060333803 |
|Low Income   |2022-12-23|1.2470508151 |
|Middle Income|2022-12-23|1.1436698432 |
|High Income  |2022-12-23|0.9060333803 |
|Low Income   |2022-12-24|1.2470508151 |
|Middle Income|2022-12-24|1.1436698432 |
|High Income  |2022-12-24|0.9060333803 |
|Low Income   |2022-12-25|1.246696557  |
|Middle Income|2022-12-25|1.0443156689 |
|High Income  |2022-12-25|0.866122031  |
|Low Income   |2022-12-26|1.246696557  |
|Middle Income|2022-12-26|1.0443156689 |
|High Income  |2022-12-26|0.866122031  |
|Low Income   |2022-12-27|1.246696557  |
|Middle Income|2022-12-27|1.0443156689 |
|High Income  |2022-12-27|0.866122031  |
|Low Income   |2022-12-28|1.246696557  |
|Middle Income|2022-12-28|1.0443156689 |
|High Income  |2022-12-28|0.866122031  |
|Low Income   |2022-12-29|1.246696557  |
|Middle Income|2022-12-29|1.0443156689 |
|High Income  |2022-12-29|0.866122031  |
|Low Income   |2022-12-30|1.246696557  |
|Middle Income|2022-12-30|1.0443156689 |
|High Income  |2022-12-30|0.866122031  |
|Low Income   |2022-12-31|1.246696557  |
|Middle Income|2022-12-31|1.0443156689 |
|High Income  |2022-12-31|0.866122031  |
|Low Income   |2023-01-01|1.246436663  |
|Middle Income|2023-01-01|0.9946910728 |
|High Income  |2023-01-01|0.8449194878 |
|Low Income   |2023-01-02|1.246436663  |
|Middle Income|2023-01-02|0.9946910728 |
|High Income  |2023-01-02|0.8449194878 |
|Low Income   |2023-01-03|1.246436663  |
|Middle Income|2023-01-03|0.9946910728 |
|High Income  |2023-01-03|0.8449194878 |
|Low Income   |2023-01-04|1.246436663  |
|Middle Income|2023-01-04|0.9946910728 |
|High Income  |2023-01-04|0.8449194878 |
|Low Income   |2023-01-05|1.246436663  |
|Middle Income|2023-01-05|0.9946910728 |
|High Income  |2023-01-05|0.8449194878 |
|Low Income   |2023-01-06|1.246436663  |
|Middle Income|2023-01-06|0.9946910728 |
|High Income  |2023-01-06|0.8449194878 |
|Low Income   |2023-01-07|1.246436663  |
|Middle Income|2023-01-07|0.9946910728 |
|High Income  |2023-01-07|0.8449194878 |
|Low Income   |2023-01-08|1.2462015544 |
|Middle Income|2023-01-08|0.9797829434 |
|High Income  |2023-01-08|0.8376209146 |
|Low Income   |2023-01-09|1.2462015544 |
|Middle Income|2023-01-09|0.9797829434 |
|High Income  |2023-01-09|0.8376209146 |
|Low Income   |2023-01-10|1.2462015544 |
|Middle Income|2023-01-10|0.9797829434 |
|High Income  |2023-01-10|0.8376209146 |
|Low Income   |2023-01-11|1.2462015544 |
|Middle Income|2023-01-11|0.9797829434 |
|High Income  |2023-01-11|0.8376209146 |
|Low Income   |2023-01-12|1.2462015544 |
|Middle Income|2023-01-12|0.9797829434 |
|High Income  |2023-01-12|0.8376209146 |
|Low Income   |2023-01-13|1.2462015544 |
|Middle Income|2023-01-13|0.9797829434 |
|High Income  |2023-01-13|0.8376209146 |
|Low Income   |2023-01-14|1.2462015544 |
|Middle Income|2023-01-14|0.9797829434 |
|High Income  |2023-01-14|0.8376209146 |
|Low Income   |2023-01-15|1.2458996896 |
|Middle Income|2023-01-15|0.9738888748 |
|High Income  |2023-01-15|0.8342403428 |
|Low Income   |2023-01-16|1.2458996896 |
|Middle Income|2023-01-16|0.9738888748 |
|High Income  |2023-01-16|0.8342403428 |
|Low Income   |2023-01-17|1.2458996896 |
|Middle Income|2023-01-17|0.9738888748 |
|High Income  |2023-01-17|0.8342403428 |
|Low Income   |2023-01-18|1.2458996896 |
|Middle Income|2023-01-18|0.9738888748 |
|High Income  |2023-01-18|0.8342403428 |
|Low Income   |2023-01-19|1.2458996896 |
|Middle Income|2023-01-19|0.9738888748 |
|High Income  |2023-01-19|0.8342403428 |
|Low Income   |2023-01-20|1.2458996896 |
|Middle Income|2023-01-20|0.9738888748 |
|High Income  |2023-01-20|0.8342403428 |
|Low Income   |2023-01-21|1.2458996896 |
|Middle Income|2023-01-21|0.9738888748 |
|High Income  |2023-01-21|0.8342403428 |
|Low Income   |2023-01-22|1.2457037875 |
|Middle Income|2023-01-22|0.9717535477 |
|High Income  |2023-01-22|0.8329195404 |
|Low Income   |2023-01-23|1.2457037875 |
|Middle Income|2023-01-23|0.9717535477 |
|High Income  |2023-01-23|0.8329195404 |
|Low Income   |2023-01-24|1.2457037875 |
|Middle Income|2023-01-24|0.9717535477 |
|High Income  |2023-01-24|0.8329195404 |
|Low Income   |2023-01-25|1.2457037875 |
|Middle Income|2023-01-25|0.9717535477 |
|High Income  |2023-01-25|0.8329195404 |
|Low Income   |2023-01-26|1.2457037875 |
|Middle Income|2023-01-26|0.9717535477 |
|High Income  |2023-01-26|0.8329195404 |
|Low Income   |2023-01-27|1.2457037875 |
|Middle Income|2023-01-27|0.9717535477 |
|High Income  |2023-01-27|0.8329195404 |
|Low Income   |2023-01-28|1.2457037875 |
|Middle Income|2023-01-28|0.9717535477 |
|High Income  |2023-01-28|0.8329195404 |
|Low Income   |2023-01-29|1.2455587416 |
|Middle Income|2023-01-29|0.970934929  |
|High Income  |2023-01-29|0.8323205547 |
|Low Income   |2023-01-30|1.2455587416 |
|Middle Income|2023-01-30|0.970934929  |
|High Income  |2023-01-30|0.8323205547 |
|Low Income   |2023-01-31|1.2455587416 |
|Middle Income|2023-01-31|0.970934929  |
|High Income  |2023-01-31|0.8323205547 |
|Low Income   |2023-02-01|1.2455587416 |
|Middle Income|2023-02-01|0.970934929  |
|High Income  |2023-02-01|0.8323205547 |
|Low Income   |2023-02-02|1.2455587416 |
|Middle Income|2023-02-02|0.970934929  |
|High Income  |2023-02-02|0.8323205547 |
|Low Income   |2023-02-03|1.2455587416 |
|Middle Income|2023-02-03|0.970934929  |
|High Income  |2023-02-03|0.8323205547 |
|Low Income   |2023-02-04|1.2455587416 |
|Middle Income|2023-02-04|0.970934929  |
|High Income  |2023-02-04|0.8323205547 |
|Low Income   |2023-02-05|1.2459319884 |
|Middle Income|2023-02-05|0.9807582926 |
|High Income  |2023-02-05|0.8384917046 |
|Low Income   |2023-02-06|1.2459319884 |
|Middle Income|2023-02-06|0.9807582926 |
|High Income  |2023-02-06|0.8384917046 |
|Low Income   |2023-02-07|1.2459319884 |
|Middle Income|2023-02-07|0.9807582926 |
|High Income  |2023-02-07|0.8384917046 |
|Low Income   |2023-02-08|1.2459319884 |
|Middle Income|2023-02-08|0.9807582926 |
|High Income  |2023-02-08|0.8384917046 |
|Low Income   |2023-02-09|1.2459319884 |
|Middle Income|2023-02-09|0.9807582926 |
|High Income  |2023-02-09|0.8384917046 |
|Low Income   |2023-02-10|1.2459319884 |
|Middle Income|2023-02-10|0.9807582926 |
|High Income  |2023-02-10|0.8384917046 |
|Low Income   |2023-02-11|1.2459319884 |
|Middle Income|2023-02-11|0.9807582926 |
|High Income  |2023-02-11|0.8384917046 |
|Low Income   |2023-02-12|1.2459197287 |
|Middle Income|2023-02-12|0.9804826574 |
|High Income  |2023-02-12|0.8384358146 |
|Low Income   |2023-02-13|1.2459197287 |
|Middle Income|2023-02-13|0.9804826574 |
|High Income  |2023-02-13|0.8384358146 |
|Low Income   |2023-02-14|1.2459197287 |
|Middle Income|2023-02-14|0.9804826574 |
|High Income  |2023-02-14|0.8384358146 |
|Low Income   |2023-02-15|1.2459197287 |
|Middle Income|2023-02-15|0.9804826574 |
|High Income  |2023-02-15|0.8384358146 |
|Low Income   |2023-02-16|1.2459197287 |
|Middle Income|2023-02-16|0.9804826574 |
|High Income  |2023-02-16|0.8384358146 |
|Low Income   |2023-02-17|1.2459197287 |
|Middle Income|2023-02-17|0.9804826574 |
|High Income  |2023-02-17|0.8384358146 |
|Low Income   |2023-02-18|1.2459197287 |
|Middle Income|2023-02-18|0.9804826574 |
|High Income  |2023-02-18|0.8384358146 |
|Low Income   |2023-02-19|1.2458494565 |
|Middle Income|2023-02-19|0.9800808313 |
|High Income  |2023-02-19|0.8383128319 |
|Low Income   |2023-02-20|1.2458494565 |
|Middle Income|2023-02-20|0.9800808313 |
|High Income  |2023-02-20|0.8383128319 |
|Low Income   |2023-02-21|1.2458494565 |
|Middle Income|2023-02-21|0.9800808313 |
|High Income  |2023-02-21|0.8383128319 |
|Low Income   |2023-02-22|1.2458494565 |
|Middle Income|2023-02-22|0.9800808313 |
|High Income  |2023-02-22|0.8383128319 |
|Low Income   |2023-02-23|1.2458494565 |
|Middle Income|2023-02-23|0.9800808313 |
|High Income  |2023-02-23|0.8383128319 |
|Low Income   |2023-02-24|1.2458494565 |
|Middle Income|2023-02-24|0.9800808313 |
|High Income  |2023-02-24|0.8383128319 |
|Low Income   |2023-02-25|1.2458494565 |
|Middle Income|2023-02-25|0.9800808313 |
|High Income  |2023-02-25|0.8383128319 |
|Low Income   |2023-02-26|1.2457547668 |
|Middle Income|2023-02-26|0.9797535436 |
|High Income  |2023-02-26|0.8381148996 |
|Low Income   |2023-02-27|1.2457547668 |
|Middle Income|2023-02-27|0.9797535436 |
|High Income  |2023-02-27|0.8381148996 |
|Low Income   |2023-02-28|1.2457547668 |
|Middle Income|2023-02-28|0.9797535436 |
|High Income  |2023-02-28|0.8381148996 |
|Low Income   |2023-03-01|1.2457547668 |
|Middle Income|2023-03-01|0.9797535436 |
|High Income  |2023-03-01|0.8381148996 |
|Low Income   |2023-03-02|1.2457547668 |
|Middle Income|2023-03-02|0.9797535436 |
|High Income  |2023-03-02|0.8381148996 |
|Low Income   |2023-03-03|1.2457547668 |
|Middle Income|2023-03-03|0.9797535436 |
|High Income  |2023-03-03|0.8381148996 |
|Low Income   |2023-03-04|1.2457547668 |
|Middle Income|2023-03-04|0.9797535436 |
|High Income  |2023-03-04|0.8381148996 |
|Low Income   |2023-03-05|1.2456128816 |
|Middle Income|2023-03-05|0.9793152293 |
|High Income  |2023-03-05|0.8379097863 |
|Low Income   |2023-03-06|1.2456128816 |
|Middle Income|2023-03-06|0.9793152293 |
|High Income  |2023-03-06|0.8379097863 |
